"2017-11-30 23:09:11.325591" 
"StockName","LastTrade","LastHi","Hi52","LastLo","Lo52","EPS","PE","DivYield","LastDiv","NetProfitMargin","OperatingMargin","EBITDMargin","ReturnOnAverageAssets","ReturnOnAverageEquity","ExchangeCode","Exchange" 
"Syncom Formulations India Ltd","2.08","2.16","2.50","2.05","1.17","0.12","17.31","0.96","0.02","5.70%","7.23%","8.93%","6.01%","9.46%","524470","BSE"
"Syndicate Bank Ltd.","92.65","93.65","95.65","90.50","59.20","36.65","2.53","","","3.72%","6.74%","23.53%","0.12%","3.43%","532276","BSE"
"Synergy Cosmetics Exim Ltd","0.48","","0.67","","0.41","0.47","1.02","","","","","","-2.12%","-9.50%","531115","BSE"
"T. Spiritual World Ltd","0.72","","0.91","","0.46","0.02","37.89","","","11.29%","-11.83%","-6.76%","0.34%","0.34%","532444","BSE"
"Tamilnadu Petroproducts Limited","77.25","79.55","84.00","76.75","22.10","1.38","56.03","","","1.27%","7.96%","6.92%","2.22%","3.66%","500777","BSE"
"Tai Industries Ltd","16.90","16.90","34.70","16.90","16.00","0.19","89.65","","0.50","0.79%","-1.03%","-0.76%","0.91%","2.96%","519483","BSE"
"Tainwala Chemicals&Plastics (India) Ltd","97.50","98.00","149.70","94.30","41.15","8.87","10.99","","","86.76%","-54.08%","-44.67%","10.13%","10.59%","507785","BSE"
"Taj GVK Hotels & Resorts Limited","183.90","184.95","197.65","181.60","100.10","0.59","311.57","0.22","0.40","3.92%","16.17%","22.03%","1.43%","1.21%","532390","BSE"
"Take Solutions Ltd","156.30","160.40","183.90","154.70","118.20","10.63","14.70","0.64","0.30","9.95%","12.58%","19.09%","10.39%","17.16%","532890","BSE"
"Talbros Automotive Components Ltd","282.00","290.95","307.35","279.60","119.45","14.75","19.11","0.53","1.50","3.67%","6.71%","10.28%","3.93%","11.49%","505160","BSE"
"Talwalkars Better Value Fitness Ltd","269.50","271.00","333.15","265.50","209.00","22.56","11.95","0.56","1.50","23.40%","42.85%","59.83%","7.00%","14.28%","533200","BSE"
"Tamboli Capital Ltd","92.00","96.00","143.80","86.80","75.10","4.41","20.88","0.76","0.70","12.76%","20.12%","26.18%","10.95%","12.96%","533170","BSE"
"Tamilnadu Newsprint & Papers Ltd","373.50","385.00","398.00","373.00","289.15","3.19","117.00","2.01","7.50","8.55%","17.46%","24.18%","4.79%","16.46%","531426","BSE"
"Tamilnadu Telecommunications Ltd","1.28","","4.66","","1.13","-3.13","","","","-609.29%","-300.91%","-271.39%","-61.04%","","523419","BSE"
"Taneja Aerospace & Aviation Ltd.","64.85","66.85","76.40","63.00","41.05","","","","","1.57%","12.19%","20.57%","0.36%","0.68%","522229","BSE"
"Tanfac Industries Limited","125.65","125.65","155.00","120.55","46.80","2.82","44.51","","","3.03%","7.32%","11.16%","4.46%","53.95%","506854","BSE"
"Tanla Solutions Limited","35.95","37.00","66.45","35.55","29.40","4.39","8.18","0.70","0.25","7.06%","6.42%","9.80%","5.30%","6.24%","532790","BSE"
"Tantia Constructions Limited","18.70","18.70","25.05","18.05","14.55","15.43","1.21","","","-32.69%","-2.11%","2.31%","-5.95%","-56.65%","532738","BSE"
"Tarapur Transformers Ltd","7.00","7.00","11.25","6.70","4.85","-0.09","","","","-7.95%","-16.81%","-1.85%","-2.07%","-4.46%","533203","BSE"
"Tasty Bite Eatables Ltd","6,452.70","6,550.00","7,110.00","6,451.00","3,251.35","97.30","66.32","0.02","1.00","9.02%","13.27%","16.87%","15.14%","30.92%","519091","BSE"
"Tata Chemicals Limited (Parent)","726.80","736.00","764.80","718.25","468.00","35.05","20.74","1.51","11.00","8.28%","12.72%","16.75%","4.58%","11.63%","500770","BSE"
"Tata Coffee Ltd.","174.05","178.75","183.45","168.00","108.80","7.11","24.48","0.86","1.50","13.05%","21.29%","24.45%","8.07%","15.20%","532301","BSE"
"Tata Communications Limited","688.25","694.00","784.00","682.00","570.45","-42.12","","0.65","4.50","-4.35%","-2.33%","14.36%","-3.31%","-124.37%","500483","BSE"
"Tata Elxsi Limited","942.90","959.20","976.00","940.15","627.50","31.25","30.17","0.85","8.00","14.13%","21.79%","23.97%","26.58%","37.06%","500408","BSE"
"Tata Investment Corporation Limited","896.30","914.30","954.60","890.00","544.00","31.61","28.36","2.01","18.00","73.73%","87.92%","92.66%","8.18%","8.30%","501301","BSE"
"Tata Metaliks Limited","841.60","846.00","853.05","821.10","310.45","49.44","17.02","0.30","2.50","8.29%","13.37%","15.95%","12.14%","76.32%","513434","BSE"
"Tata Motors Limited","404.65","412.00","553.00","402.95","357.95","29.59","13.67","0.05","0.20","2.21%","6.14%","12.26%","2.24%","10.88%","500570","BSE"
"Tata Power Company Limited","94.70","95.70","97.05","93.70","71.05","3.51","26.99","1.37","1.30","-0.45%","10.83%","17.95%","-0.17%","6.14%","500400","BSE"
"Tata Sponge Iron Ltd","958.00","968.70","987.00","952.10","521.20","58.67","16.33","1.15","11.00","9.55%","7.96%","10.03%","5.78%","6.95%","513010","BSE"
"Tata Steel Limited","695.15","707.00","734.90","691.40","377.45","14.53","47.84","1.44","10.00","1.04%","5.24%","6.58%","0.68%","3.33%","500470","BSE"
"Tata Teleservices (Maharashtra) Limited","7.43","7.71","10.99","7.31","3.75","-13.97","","","","-87.18%","-40.71%","26.58%","-22.05%","","532371","BSE"
"Tayo Rolls Ltd","64.50","67.40","92.80","64.50","46.30","-30.48","","","","-177.86%","-153.07%","-84.17%","-68.26%","","504961","BSE"
"Tata Global Beverages Ltd","286.90","291.75","291.75","277.40","116.50","6.77","42.37","0.82","2.35","6.84%","10.00%","11.67%","4.73%","6.22%","500800","BSE"
"Tribhovandas Bhimji Zaveri Ltd","123.10","128.00","148.30","116.40","56.10","11.42","10.78","","","0.87%","3.56%","4.12%","1.18%","3.32%","534369","BSE"
"TCFC Finance Ltd","33.15","34.90","50.00","32.45","27.05","-6.84","","4.52","1.50","-8.19%","-7.34%","5.38%","-8.53%","-8.68%","532284","BSE"
"TCI Developers Ltd","605.65","610.00","625.00","590.20","325.10","11.52","52.57","","","36.50%","51.34%","66.60%","3.35%","6.05%","533393","BSE"
"TCI Finance Ltd","25.45","25.75","32.10","25.00","20.10","","","","","26.66%","17.81%","18.27%","3.59%","8.44%","501242","BSE"
"TCI Industries Ltd.","1,164.00","","2,348.30","","1,106.00","-7.76","","","","-11.94%","-14.05%","-10.87%","-2.98%","","532262","BSE"
"TCPL Packaging Ltd","645.05","652.00","728.00","645.00","486.00","27.18","23.73","","","4.85%","10.05%","14.34%","5.97%","20.17%","523301","BSE"
"Tata Consultancy Services Limited","2,634.25","2,668.55","2,774.00","2,625.00","2,151.00","132.01","19.96","1.82","7.00","22.34%","25.72%","27.40%","27.41%","33.43%","532540","BSE"
"TD Power Systems Ltd","188.75","192.00","271.00","186.00","155.00","-5.92","","0.95","1.80","-1.18%","-3.59%","3.75%","-0.58%","-0.95%","533553","BSE"
"Tech Mahindra Ltd","489.30","493.05","515.30","487.25","357.60","34.33","14.25","1.84","9.00","9.78%","11.05%","14.44%","11.73%","18.13%","532755","BSE"
"Techno Electric & Engineering. Co., Ltd.","397.05","414.55","438.95","390.10","281.55","17.95","22.12","0.63","1.00","14.21%","19.29%","23.03%","10.30%","18.94%","533281","BSE"
"Techno Forge Ltd","11.07","","11.55","","0.00","-21.83","","","","-191.52%","-85.10%","-60.48%","-34.81%","","522142","BSE"
"Technocraft Industries (India) Ltd","496.25","502.00","524.80","492.00","354.45","10.79","45.97","0.60","3.00","10.75%","13.82%","16.38%","9.40%","16.21%","532804","BSE"
"Technofab Engineering","292.35","339.40","339.40","289.00","175.00","26.58","11.00","","","2.16%","8.39%","9.64%","1.68%","3.68%","533216","BSE"
"Techtran Polylenses Ltd","3.43","","8.60","","3.11","-7.97","","","","-224.18%","-217.48%","-179.64%","-28.51%","-59.90%","523455","BSE"
"Tecpro Systems Limited","4.57","","11.29","","3.10","","","","","-391.74%","-129.34%","-122.43%","-19.30%","","533266","BSE"
"Agnite Education Ltd","0.47","","","","","-0.06","","","","-400.39%","-439.41%","-324.77%","","","532358","BSE"
"Terai Tea Co Ltd","76.80","80.00","80.00","70.00","43.50","2.38","32.21","","","0.64%","3.18%","4.42%","0.74%","3.82%","530533","BSE"
"Tera Software Ltd.","63.75","66.00","132.60","63.25","52.50","4.53","14.07","","","4.35%","7.97%","8.90%","5.26%","13.37%","533982","BSE"
"Texmaco Infrastructure & Holdings Ltd","72.65","75.10","78.80","70.30","39.50","","","0.28","0.20","53.03%","16.84%","27.45%","2.01%","3.41%","505400","BSE"
"Texmaco Rail and Engineering Ltd","123.20","127.80","128.80","120.35","84.00","0.90","137.20","0.20","0.25","1.99%","3.93%","5.57%","1.36%","2.65%","533326","BSE"
"Texmo Pipes and products limited","31.00","32.20","34.75","30.50","17.80","0.53","58.49","","","-0.16%","3.06%","5.04%","-0.18%","-0.34%","533164","BSE"
"Thangamayil Jewellery limited","553.70","580.00","635.00","553.70","158.40","14.31","38.69","0.36","2.00","1.07%","2.99%","3.72%","3.31%","9.65%","533158","BSE"
"Themis Medicare Ltd","540.55","550.00","650.00","528.00","380.00","21.01","25.72","","","7.66%","11.28%","15.23%","6.45%","20.04%","530199","BSE"
"Thermax Limited","1,113.00","1,120.00","1,145.00","1,095.00","737.50","17.17","64.84","0.54","6.00","6.00%","6.29%","8.76%","5.60%","12.10%","500411","BSE"
"SQS India BFSI Ltd","464.80","464.95","794.90","455.75","403.00","23.44","19.83","5.16","4.00","9.16%","18.05%","20.05%","13.56%","20.14%","533121","BSE"
"Thiru Arooran Sugars Ltd.","66.30","68.45","82.30","66.00","46.30","","","","","-2.49%","5.13%","9.05%","-0.77%","-3.31%","507450","BSE"
"Thirumalai Chemicals Ltd.","1,930.20","1,970.00","2,318.55","1,923.90","668.00","110.79","17.42","0.97","18.75","6.83%","11.79%","15.30%","11.88%","27.41%","500412","BSE"
"Thomas Cook India Ltd","239.70","242.30","257.55","235.80","178.00","1.54","155.55","0.16","0.38","0.90%","2.76%","3.75%","1.37%","2.76%","500413","BSE"
"Tide Water Oil Co India Ltd","6,651.00","6,717.95","7,513.60","6,650.10","5,390.00","166.21","40.02","2.63","75.00","8.36%","9.70%","10.42%","12.28%","18.81%","590005","BSE"
"Tijaria Polypipes Ltd","8.45","8.74","11.89","8.38","4.30","-8.86","","","","-32.87%","-22.25%","-3.98%","-17.02%","-46.61%","533629","BSE"
"TIL Limited","545.10","554.90","578.00","545.10","252.50","-61.15","","0.55","3.00","-37.30%","-33.91%","9.22%","-16.77%","-38.34%","505196","BSE"
"Tilaknagar Industries Ltd","20.80","21.41","25.20","20.60","10.33","-22.27","","","","-56.89%","-26.66%","-18.82%","-19.26%","-237.92%","507205","BSE"
"Timbor Home Ltd","2.21","","7.58","","2.21","-7.43","","","","-52.57%","-38.73%","-39.71%","-16.91%","-40.96%","533444","BSE"
"Time Technoplast Limited","197.45","209.70","211.90","185.00","85.00","7.14","27.65","0.33","0.65","5.50%","10.48%","14.67%","6.07%","11.79%","532856","BSE"
"Times Guaranty Ltd","69.00","71.00","85.50","67.40","21.00","4.90","14.09","","","72.80%","91.96%","91.96%","14.96%","15.58%","511559","BSE"
"Timex Group India Ltd","44.50","","60.50","","35.15","-0.41","","","","-1.91%","-0.59%","0.73%","-3.02%","","500414","BSE"
"Timken India Limited","865.70","875.00","921.65","853.25","546.60","14.44","59.96","0.12","1.00","8.70%","11.55%","14.14%","12.34%","16.93%","522113","BSE"
"Tinna Rubber and Infrastructure Ltd","41.90","41.90","94.40","41.90","37.00","","","","0.50","-0.91%","0.88%","2.56%","-1.54%","-4.51%","530475","BSE"
"Tinplate Company of India Ltd","269.15","274.00","306.45","268.00","72.80","4.53","59.37","0.59","1.60","3.35%","3.05%","10.96%","3.20%","4.47%","504966","BSE"
"Tips Industries Limited","123.75","123.75","158.90","123.75","56.00","1.62","76.43","0.81","1.00","6.40%","-10.27%","-7.12%","1.95%","4.37%","532375","BSE"
"Tirupati Inks Limited","1.59","","4.57","","1.59","-19.09","","","","-4080.17%","-3681.76%","-22.30%","-129.95%","","533258","BSE"
"Tirupati Sarjan Ltd","19.15","19.70","28.35","19.10","12.70","-1.46","","1.57","0.30","-2.21%","5.40%","6.10%","-1.31%","-0.81%","531814","BSE"
"Titagarh Wagons Ltd","183.50","187.80","187.80","177.00","97.50","0.77","237.13","0.44","0.80","1.58%","3.00%","6.22%","1.02%","2.80%","532966","BSE"
"Titan Biotech Ltd","66.50","66.55","79.80","63.80","38.00","2.81","23.67","1.13","0.75","4.14%","8.63%","10.17%","4.73%","9.79%","524717","BSE"
"Titan Company Ltd","819.05","823.00","842.00","807.90","307.00","","","0.32","2.60","5.34%","7.39%","9.02%","9.48%","18.39%","500114","BSE"
"Todays Writing Instruments Ltd","2.54","2.54","3.28","2.54","1.90","","","","","-75.61%","-22.43%","-10.11%","-37.27%","","531830","BSE"
"Tokyo Plast International Ltd","133.10","136.00","167.00","131.00","90.00","4.56","29.20","0.38","0.50","10.22%","13.27%","16.67%","8.96%","13.98%","500418","BSE"
"Torrent Power Ltd","286.30","288.45","289.00","276.00","170.10","15.87","18.04","0.77","2.20","4.28%","14.59%","24.72%","2.13%","6.42%","532779","BSE"
"Torrent Cables Ltd","164.00","","174.50","","91.10","9.17","17.88","0.61","1.00","1.24%","0.04%","2.96%","1.74%","1.99%","523856","BSE"
"Torrent Pharmaceuticals Ltd","1,282.20","1,301.20","1,572.10","1,272.35","1,143.50","48.86","26.24","1.09","4.00","15.94%","18.27%","23.52%","9.95%","23.80%","500420","BSE"
"Tourism Finance Corporation of India Ltd","161.00","164.10","176.20","160.40","48.50","9.30","17.31","1.24","2.00","33.91%","35.19%","35.48%","4.28%","13.19%","526650","BSE"
"TPL Plastech Limited","576.20","584.10","740.00","573.30","380.00","14.50","39.74","0.52","3.00","6.26%","10.54%","12.12%","8.12%","19.82%","526582","BSE"
"Transchem Ltd","24.55","26.95","38.65","24.40","15.15","-1.05","","","","","","","-1.07%","-1.08%","500422","BSE"
"Trans Corp International Ltd","36.60","37.95","49.05","35.60","15.45","","","0.44","0.16","0.27%","0.92%","1.12%","1.83%","4.55%","532410","BSE"
"Transgene Biotek Ltd","2.29","2.32","3.49","2.10","1.69","1.76","1.30","","","-6992.06%","-7164.15%","-920.47%","-8.29%","-20.01%","526139","BSE"
"Transpek Industry Ltd","1,348.25","1,455.40","1,455.40","1,250.00","464.00","14.08","95.75","0.67","9.00","9.28%","13.94%","16.66%","12.50%","29.80%","506687","BSE"
"Transport Corporation of India Limited","302.20","308.45","349.65","301.05","144.00","4.57","66.11","0.36","0.60","4.18%","5.67%","8.72%","7.10%","13.21%","532349","BSE"
"Tree House Education and Accessories","15.91","15.91","37.15","12.60","11.20","1.60","9.97","","","-275.25%","-265.80%","-33.17%","-23.39%","-28.42%","533540","BSE"
"Trend Electronics Ltd","8.40","8.40","23.60","8.03","7.65","-79.27","","","","-5.27%","1.09%","3.12%","-4.73%","-45.66%","517228","BSE"
"Trent Ltd","342.25","347.00","361.35","332.75","176.80","1.10","310.31","0.29","1.00","3.20%","4.87%","7.14%","2.68%","3.89%","500251","BSE"
"TRF Ltd.","275.20","275.20","291.15","233.10","182.70","-53.12","","","","-2.38%","-0.46%","0.47%","-1.93%","","505854","BSE"
"Tribhuvan Housing Ltd","0.21","","0.25","","0.19","","","","","","","","","","531703","BSE"
"Tricom India Ltd.","0.77","","2.50","","0.77","-8.46","","","","-252.16%","-225.28%","24.59%","-40.71%","-440.58%","531675","BSE"
"Trident Ltd","88.80","90.80","109.50","88.60","54.40","","","1.69","0.60","7.09%","10.03%","18.72%","5.29%","12.99%","521064","BSE"
"Trigyn Technologies Ltd","122.95","123.30","164.00","113.25","87.65","12.09","10.17","","","5.75%","9.81%","9.91%","10.66%","12.66%","517562","BSE"
"Trijal Industries Ltd","1.55","","2.20","","1.20","","","","","0.06%","0.09%","0.16%","0.12%","0.20%","531658","BSE"
"Transformers & Rectifiers (India) Ltd.","33.00","33.80","475.90","31.75","29.50","","","","","1.93%","6.84%","10.16%","1.90%","4.52%","532928","BSE"
"Trilogic Digital Media Ltd","1.05","","5.57","","0.81","-18.30","","","","-248.57%","-318.08%","-311.81%","-55.74%","-112.55%","531712","BSE"
"Trimurthi Ltd","9.40","","10.36","","5.70","-0.01","","","","0.36%","0.82%","2.90%","0.25%","-0.10%","536565","BSE"
"Trinethra Infra Ventures Limited","0.21","","0.39","","0.19","1.70","0.12","","","5.42%","7.20%","12.31%","","","590091","BSE"
"Triton Corp Ltd.","0.21","","0.47","","0.19","-0.35","","","","","","","-16.75%","-128.35%","523387","BSE"
"Triton Valves Limited","2,000.50","2,028.00","2,049.00","1,960.00","1,212.00","82.43","24.27","0.75","15.00","4.43%","7.08%","12.38%","6.23%","13.53%","505978","BSE"
"Triveni Engineering & Industries Ltd.","85.05","89.00","107.90","85.00","53.30","11.54","7.37","0.29","0.25","7.76%","12.81%","18.08%","7.53%","35.57%","532356","BSE"
"Triveni Glass Ltd","19.75","19.75","38.45","18.60","15.80","6.01","3.29","","","13.21%","4.96%","6.00%","10.44%","","502281","BSE"
"Triveni Turbine Ltd","136.45","139.00","167.00","136.15","112.00","3.14","43.40","0.88","0.45","16.14%","19.92%","22.12%","20.26%","35.16%","533655","BSE"
"Thomas Scott India Ltd","15.75","","22.85","","11.60","0.59","26.70","","","3.16%","3.60%","3.71%","3.86%","7.66%","533941","BSE"
"T T Ltd","72.45","72.45","113.25","71.50","43.05","-0.50","","0.69","0.50","0.32%","3.18%","5.46%","0.48%","2.03%","514142","BSE"
"TTK Health Care Ltd","832.00","840.00","950.00","832.00","685.00","17.16","48.50","0.60","5.00","3.80%","5.28%","7.54%","6.84%","13.68%","507747","BSE"
"TTK Prestige Limited (Parent)","6,570.00","6,689.90","6,824.35","6,570.00","5,108.00","231.12","28.43","0.41","12.00","8.63%","10.60%","12.31%","13.17%","19.11%","517506","BSE"
"TI Financial Holdings Ltd","563.45","579.00","862.00","550.00","530.00","27.26","20.67","","1.25","7.64%","10.93%","11.57%","2.33%","14.93%","504973","BSE"
"Tulip Star Hotels Ltd","56.00","","71.50","","38.00","-11.76","","","","","","","-9.10%","","531088","BSE"
"Tulip Telecom Ltd","1.41","","5.26","","0.94","-58.10","","","","","","","","","532691","BSE"
"Tulsi Extrusions Limited","3.30","3.30","5.80","2.93","2.40","-5.58","","","","-14.82%","-10.31%","-0.41%","-4.74%","","532948","BSE"
"Tulsyan Nec Ltd","12.70","","28.85","","12.65","-43.75","","","","-16.38%","1.32%","6.04%","-7.17%","-320.46%","513629","BSE"
"Tuni Textile Mills Ltd","0.49","","0.50","","0.49","0.00","106.99","","","0.20%","3.25%","5.38%","0.23%","0.45%","531411","BSE"
"Tuticorin Alkali Chemicals & Fertilizers","13.40","13.40","18.56","12.25","8.25","-27.31","","","","-26.04%","-25.63%","-23.80%","-27.38%","","506808","BSE"
"Tutis Technologies Ltd","2.67","","7.38","","2.67","-0.31","","","","","","","-3.53%","-9.81%","532311","BSE"
"TV Today Network Ltd.","396.85","414.90","433.60","383.25","211.00","5.79","68.60","0.50","2.00","16.30%","23.28%","26.64%","14.21%","19.02%","532515","BSE"
"TV18 Broadcast Ltd","56.05","58.00","58.00","54.05","33.15","0.12","452.27","","","0.65%","-2.38%","3.25%","0.15%","0.52%","532800","BSE"
"TVS Motor Company Limited","718.80","735.90","747.00","713.05","346.00","2.76","260.10","0.45","2.00","3.75%","4.13%","6.46%","9.03%","25.34%","532343","BSE"
"TVS Srichakra Limited","3,330.00","3,368.15","4,304.05","3,317.75","2,912.00","51.18","65.07","1.52","50.70","7.02%","10.70%","13.32%","12.69%","30.34%","509243","BSE"
"TVS Electronics Ltd (Merged)","417.90","417.90","544.60","401.10","162.05","","","0.12","0.50","0.28%","0.29%","0.64%","2.76%","12.42%","532513","BSE"
"Twilight Litaka Pharma Ltd","2.88","","7.09","","2.88","24.08","0.12","","","-445.02%","-443.73%","-28.42%","-35.44%","","506985","BSE"
"Tyroon Tea Co Ltd","52.75","52.75","65.70","51.00","40.55","-2.44","","","","-3.03%","-5.66%","-3.31%","-2.38%","-3.49%","526945","BSE"
"UP Hotels Ltd.","297.70","","356.90","","0.00","8.74","34.07","","","4.72%","5.44%","12.85%","3.85%","5.12%","509960","BSE"
"UB Engineering Limited","7.94","","21.10","","7.48","","","","","-214.68%","-150.05%","-139.47%","-52.56%","","509992","BSE"
